resource_id,resource_type,subject,topic,learning_goal,vark_visual,vark_auditory,vark_reading,vark_kinesthetic,difficulty_level,effectiveness_rating,url,,description,duration_minutes,,has_visuals,has_audio,has_text,is_interactive,,,,user_ratings_average,completion_rate,,time_spent_average,,,,,,vark_dominant_style
EDU_000100,audio,Physics,Fluid Mechanics,Understand fundamental concepts and principles,94,18,9,41,Beginner,4.1,https://www.npr.org/podcasts/510289/planet-money,,Physics - Fluid Mechanics: Understand fundamental concepts and principles,47,,False,True,False,False,,,,4.03,0.61,,38.4,,,,,,vark_visual
EDU_000101,webinar,Physics,Fluid Mechanics,Connect concepts to everyday experiences,9,77,52,45,Expert,3.9,https://www.coursera.org/learn/learning-how-to-learn,,Physics - Fluid Mechanics: Connect concepts to everyday experiences,84,,False,True,False,False,,,,4.66,0.72,,89.6,,,,,,vark_auditory
EDU_000102,tutorial,Physics,Mechanics,Develop practical skills and competencies,36,0,2,87,Advanced,3.4,https://phet.colorado.edu/en/simulations/category/physics,,Physics - Mechanics: Develop practical skills and competencies,56,,False,False,False,False,,,,3.79,0.66,,55.7,,,,,,vark_kinesthetic
EDU_000103,research_paper,Physics,Optics,Understand fundamental concepts and principles,21,44,81,50,Advanced,3.4,https://www.jstor.org/subject/mathematics,,Physics - Optics: Understand fundamental concepts and principles,30,,False,False,True,False,,,,4.4,0.87,,24.7,,,,,,vark_reading
EDU_000104,presentation,Physics,Plasma Physics,Understand fundamental concepts and principles,20,31,29,82,Intermediate,4.9,https://www.slideshare.net/topic/mathematics,,Physics - Plasma Physics: Understand fundamental concepts and principles,24,,True,False,False,False,,,,4.38,0.73,,23.8,,,,,,vark_kinesthetic
EDU_000105,case_study,Physics,Particle Physics,Prepare for standardized tests and assessments,80,60,41,46,Intermediate,4.2,https://en.wikipedia.org/wiki/Portal:Mathematics,,Physics - Particle Physics: Prepare for standardized tests and assessments,87,,False,False,True,False,,,,4.81,0.88,,91.5,,,,,,vark_visual
EDU_000106,webinar,Physics,Solid State Physics,Foster creative thinking and innovation,27,20,1,98,Expert,3.7,https://www.futurelearn.com/subjects/maths-courses,,Physics - Solid State Physics: Foster creative thinking and innovation,51,,False,True,False,False,,,,4.39,0.63,,47.5,,,,,,vark_kinesthetic
EDU_000107,video,Physics,Relativity,Build foundation for advanced study,56,35,84,59,Expert,4.8,https://www.youtube.com/channel/UC7_gcs09iThXybpVgjHZ_7g,,Physics - Relativity: Build foundation for advanced study,13,,True,True,False,False,,,,4.7,0.81,,12.1,,,,,,vark_reading
EDU_000108,worksheet,Physics,Acoustics,Connect concepts to everyday experiences,28,61,29,7,Expert,4.4,https://www.math-drills.com/,,Physics - Acoustics: Connect concepts to everyday experiences,75,,False,False,True,False,,,,4.42,0.87,,79.4,,,,,,vark_auditory
EDU_000109,educational_game,Physics,Plasma Physics,Develop research and inquiry skills,95,49,40,16,Advanced,3.4,https://www.coolmath-games.com/0-prodigy-math-game,,Physics - Plasma Physics: Develop research and inquiry skills,74,,False,False,False,True,,,,4.42,0.85,,79.8,,,,,,vark_visual
EDU_000110,animation,Physics,Particle Physics,Synthesize information from multiple sources,56,74,37,60,Intermediate,4.5,https://phet.colorado.edu/en/simulations,,Physics - Particle Physics: Synthesize information from multiple sources,51,,True,False,False,False,,,,4.6,0.77,,49.3,,,,,,vark_auditory
EDU_000111,podcast,Physics,Fluid Mechanics,Understand fundamental concepts and principles,42,90,25,29,Intermediate,4.1,https://podcasts.apple.com/us/podcast/stuff-you-should-know/id278981407,,Physics - Fluid Mechanics: Understand fundamental concepts and principles,45,,False,True,False,False,,,,4.85,0.61,,37.3,,,,,,vark_auditory
EDU_000112,presentation,Physics,Fluid Mechanics,Analyze and evaluate information critically,59,84,14,15,Beginner,3.8,https://www.khanacademy.org/math,,Physics - Fluid Mechanics: Analyze and evaluate information critically,55,,True,False,False,False,,,,4.82,0.81,,47.4,,,,,,vark_auditory
EDU_000113,assessment,Physics,Plasma Physics,Develop practical skills and competencies,11,49,74,30,Intermediate,4.9,https://www.prodigy.com/,,Physics - Plasma Physics: Develop practical skills and competencies,30,,False,False,False,False,,,,4.24,0.94,,32.6,,,,,,vark_reading
EDU_000114,case_study,Physics,Quantum Physics,Develop practical skills and competencies,25,7,7,61,Intermediate,4,https://www.khanacademy.org/math,,Physics - Quantum Physics: Develop practical skills and competencies,78,,False,False,True,False,,,,4.52,0.64,,80.3,,,,,,vark_kinesthetic
EDU_000115,audio,Physics,Quantum Physics,Synthesize information from multiple sources,94,47,56,17,Intermediate,4.9,https://www.bbc.co.uk/programmes/b006qykl,,Physics - Quantum Physics: Synthesize information from multiple sources,17,,False,True,False,False,,,,4.16,0.68,,17.4,,,,,,vark_visual
EDU_000116,tutorial,Physics,Thermodynamics,Analyze and evaluate information critically,19,43,22,66,Beginner,3.2,https://brilliant.org/physics/,,Physics - Thermodynamics: Analyze and evaluate information critically,19,,False,False,False,False,,,,3.74,0.81,,22.5,,,,,,vark_kinesthetic
EDU_000117,research_paper,Physics,Fluid Mechanics,Develop research and inquiry skills,42,95,38,26,Beginner,3.1,https://link.springer.com/journal/10649,,Physics - Fluid Mechanics: Develop research and inquiry skills,27,,False,False,True,False,,,,3.98,0.67,,22.2,,,,,,vark_auditory
EDU_000118,virtual_lab,Physics,Plasma Physics,Prepare for standardized tests and assessments,94,42,52,15,Intermediate,4.6,https://www.biologysimulations.com/,,Physics - Plasma Physics: Prepare for standardized tests and assessments,43,,False,False,False,True,,,,4.79,0.72,,43.8,,,,,,vark_visual
EDU_000119,video,Physics,Relativity,Analyze and evaluate information critically,25,60,29,47,Expert,4.5,https://www.youtube.com/channel/UC7_gcs09iThXybpVgjHZ_7g,,Physics - Relativity: Analyze and evaluate information critically,48,,True,True,False,False,,,,3.51,0.88,,40.2,,,,,,vark_auditory
EDU_000120,tutorial,Physics,Relativity,Develop practical skills and competencies,11,26,76,13,Advanced,4.7,https://www.physicsclassroom.com/,,Physics - Relativity: Develop practical skills and competencies,33,,False,False,False,False,,,,4.23,0.91,,31.8,,,,,,vark_reading
EDU_000121,infographic,Physics,Solid State Physics,Apply knowledge to solve real-world problems,23,39,73,59,Beginner,3.5,https://www.informationisbeautiful.net/,,Physics - Solid State Physics: Apply knowledge to solve real-world problems,21,,True,False,False,False,,,,4.06,0.83,,19.1,,,,,,vark_reading
EDU_000122,infographic,Physics,Thermodynamics,Connect concepts to everyday experiences,46,54,46,79,Advanced,4.2,https://www.mathsisfun.com/,,Physics - Thermodynamics: Connect concepts to everyday experiences,49,,True,False,False,False,,,,4.8,0.88,,51.5,,,,,,vark_kinesthetic
EDU_000123,text,Physics,Fluid Mechanics,Develop practical skills and competencies,21,33,83,9,Beginner,3.1,https://www.khanacademy.org/science/physics,,Physics - Fluid Mechanics: Develop practical skills and competencies,42,,False,False,True,False,,,,4.17,0.73,,42.2,,,,,,vark_reading
EDU_000124,educational_game,Physics,Plasma Physics,Foster creative thinking and innovation,39,92,9,43,Expert,4,https://www.multiplication.com/games,,Physics - Plasma Physics: Foster creative thinking and innovation,89,,False,False,False,True,,,,4.29,0.9,,89.3,,,,,,vark_auditory
EDU_000125,video,Physics,Thermodynamics,Prepare for standardized tests and assessments,100,18,56,33,Advanced,4.7,https://www.edx.org/course/introduction-computer-science-harvardx-cs50x,,Physics - Thermodynamics: Prepare for standardized tests and assessments,31,,True,True,False,False,,,,3.89,0.8,,27.5,,,,,,vark_visual
EDU_000126,virtual_lab,Physics,Relativity,Develop practical skills and competencies,30,44,84,6,Beginner,3,https://phet.colorado.edu/en/simulations,,Physics - Relativity: Develop practical skills and competencies,84,,False,False,False,True,,,,3.54,0.65,,69.2,,,,,,vark_reading
EDU_000127,webinar,Chemistry,Physical Chemistry,Connect concepts to everyday experiences,36,70,7,51,Expert,3.9,https://www.edx.org/learn/math,,Chemistry - Physical Chemistry: Connect concepts to everyday experiences,38,,False,True,False,False,,,,3.51,0.81,,33.8,,,,,,vark_auditory
EDU_000128,educational_game,Chemistry,Chemical Bonds,Synthesize information from multiple sources,60,49,100,59,Advanced,4.4,https://www.funbrain.com/games,,Chemistry - Chemical Bonds: Synthesize information from multiple sources,28,,False,False,False,True,,,,3.73,0.84,,26.4,,,,,,vark_reading
EDU_000129,project,Chemistry,Stoichiometry,Develop practical skills and competencies,72,41,32,2,Intermediate,4.4,https://www.khanacademy.org/math,,Chemistry - Stoichiometry: Develop practical skills and competencies,30,,False,False,False,False,,,,4.55,0.68,,28.7,,,,,,vark_visual
EDU_000130,infographic,Chemistry,Chemical Bonds,Develop research and inquiry skills,55,93,45,60,Expert,4.5,https://www.khanacademy.org/math,,Chemistry - Chemical Bonds: Develop research and inquiry skills,75,,True,False,False,False,,,,4.29,0.85,,75.3,,,,,,vark_auditory
EDU_000131,audio,Chemistry,Thermochemistry,Develop research and inquiry skills,66,36,29,18,Beginner,3.2,https://podcasts.apple.com/us/podcast/radiolab/id152249110,,Chemistry - Thermochemistry: Develop research and inquiry skills,53,,False,True,False,False,,,,4.62,0.95,,45.3,,,,,,vark_visual
EDU_000132,tutorial,Chemistry,Chemical Reactions,Build foundation for advanced study,11,100,24,58,Intermediate,3.8,https://brilliant.org/chemistry/,,Chemistry - Chemical Reactions: Build foundation for advanced study,18,,False,False,False,False,,,,3.92,0.82,,16,,,,,,vark_auditory
EDU_000133,assessment,Chemistry,Biochemistry,Connect concepts to everyday experiences,57,62,9,24,Beginner,3.6,https://www.ixl.com/math/,,Chemistry - Biochemistry: Connect concepts to everyday experiences,21,,False,False,False,False,,,,3.84,0.8,,17.4,,,,,,vark_auditory
EDU_000134,interactive_simulation,Chemistry,Analytical Chemistry,Analyze and evaluate information critically,55,4,10,68,Expert,4,https://www.ptable.com/,,Chemistry - Analytical Chemistry: Analyze and evaluate information critically,64,,False,False,False,True,,,,4.31,0.62,,74.9,,,,,,vark_kinesthetic
EDU_000135,research_paper,Chemistry,Biochemistry,Build foundation for advanced study,12,41,68,4,Advanced,3.3,https://www.ams.org/journals/,,Chemistry - Biochemistry: Build foundation for advanced study,24,,False,False,True,False,,,,4.65,0.79,,20.3,,,,,,vark_reading
EDU_000136,lecture,Chemistry,Chemical Reactions,Connect concepts to everyday experiences,39,91,38,30,Expert,4.8,https://www.chemguide.co.uk/,,Chemistry - Chemical Reactions: Connect concepts to everyday experiences,33,,False,True,False,False,,,,4.89,0.74,,26.5,,,,,,vark_auditory
EDU_000137,webinar,Chemistry,Stoichiometry,Understand fundamental concepts and principles,37,27,1,94,Expert,4.6,https://www.edx.org/learn/math,,Chemistry - Stoichiometry: Understand fundamental concepts and principles,74,,False,True,False,False,,,,4.39,0.89,,70.7,,,,,,vark_kinesthetic
EDU_000138,assessment,Chemistry,Atomic Structure,Develop research and inquiry skills,89,39,38,59,Expert,3.2,https://www.mathsisfun.com/definitions/,,Chemistry - Atomic Structure: Develop research and inquiry skills,27,,False,False,False,False,,,,4.95,0.76,,32.1,,,,,,vark_visual
EDU_000139,tutorial,Chemistry,Chemical Reactions,Apply knowledge to solve real-world problems,21,83,49,36,Beginner,4.6,https://www.ptable.com/,,Chemistry - Chemical Reactions: Apply knowledge to solve real-world problems,38,,False,False,False,False,,,,4.95,0.95,,32.7,,,,,,vark_auditory
EDU_000140,text,Chemistry,Thermochemistry,Build foundation for advanced study,91,29,46,26,Beginner,4,https://www.khanacademy.org/science/chemistry,,Chemistry - Thermochemistry: Build foundation for advanced study,41,,False,False,True,False,,,,4.2,0.74,,38.5,,,,,,vark_visual
EDU_000141,text,Chemistry,Analytical Chemistry,Prepare for standardized tests and assessments,9,56,53,69,Intermediate,3.9,https://phet.colorado.edu/en/simulations/category/chemistry,,Chemistry - Analytical Chemistry: Prepare for standardized tests and assessments,51,,False,False,True,False,,,,4.17,0.69,,44.4,,,,,,vark_kinesthetic
EDU_000142,documentary,Chemistry,Thermochemistry,Foster creative thinking and innovation,77,30,26,54,Beginner,3.7,https://www.pbs.org/show/nova/,,Chemistry - Thermochemistry: Foster creative thinking and innovation,22,,False,False,False,False,,,,3.97,0.91,,23.9,,,,,,vark_visual
EDU_000143,interactive_simulation,Chemistry,Biochemistry,Apply knowledge to solve real-world problems,56,48,81,36,Advanced,3.4,https://www.chemguide.co.uk/,,Chemistry - Biochemistry: Apply knowledge to solve real-world problems,78,,False,False,False,True,,,,3.84,0.77,,78.8,,,,,,vark_reading
EDU_000144,infographic,Chemistry,Physical Chemistry,Analyze and evaluate information critically,21,99,60,0,Intermediate,3,https://brilliant.org/courses/,,Chemistry - Physical Chemistry: Analyze and evaluate information critically,21,,True,False,False,False,,,,3.7,0.73,,23.6,,,,,,vark_auditory
EDU_000145,research_paper,Chemistry,Analytical Chemistry,Synthesize information from multiple sources,15,94,14,27,Advanced,3.3,https://arxiv.org/list/math/recent,,Chemistry - Analytical Chemistry: Synthesize information from multiple sources,71,,False,False,True,False,,,,4.32,0.9,,73.3,,,,,,vark_auditory
EDU_000146,audio,Chemistry,Physical Chemistry,Develop practical skills and competencies,22,26,23,68,Advanced,3.2,https://www.bbc.co.uk/programmes/b006qykl,,Chemistry - Physical Chemistry: Develop practical skills and competencies,20,,False,True,False,False,,,,4.59,0.83,,23.9,,,,,,vark_kinesthetic
EDU_000147,worksheet,Chemistry,Chemical Reactions,Develop research and inquiry skills,6,13,61,5,Intermediate,3.7,https://www.mathworksheets4kids.com/,,Chemistry - Chemical Reactions: Develop research and inquiry skills,50,,False,False,True,False,,,,4.24,0.72,,58,,,,,,vark_reading
EDU_000148,tutorial,Chemistry,Stoichiometry,Connect concepts to everyday experiences,49,60,98,23,Advanced,4.8,https://phet.colorado.edu/en/simulations/category/chemistry,,Chemistry - Stoichiometry: Connect concepts to everyday experiences,38,,False,False,False,False,,,,3.56,0.71,,33,,,,,,vark_reading
EDU_000149,worksheet,Chemistry,Atomic Structure,Develop research and inquiry skills,38,59,67,38,Beginner,5,https://www.khanacademy.org/math/arithmetic/xa89c0ac1ab1b9de1:arithmetic-subject-mastery,,Chemistry - Atomic Structure: Develop research and inquiry skills,71,,False,False,True,False,,,,4.76,0.66,,57.6,,,,,,vark_reading
EDU_000150,tutorial,Chemistry,Chemical Bonds,Develop research and inquiry skills,62,4,52,58,Beginner,4.1,https://brilliant.org/chemistry/,,Chemistry - Chemical Bonds: Develop research and inquiry skills,19,,False,False,False,False,,,,4.39,0.67,,21.1,,,,,,vark_visual
EDU_000151,worksheet,Chemistry,Inorganic Chemistry,Build foundation for advanced study,16,59,4,78,Intermediate,3.6,https://www.superteacherworksheets.com/math.html,,Chemistry - Inorganic Chemistry: Build foundation for advanced study,45,,False,False,True,False,,,,4.63,0.88,,47.9,,,,,,vark_kinesthetic
EDU_000152,webinar,Chemistry,Chemical Reactions,Foster creative thinking and innovation,33,60,9,20,Expert,3.7,https://www.khanacademy.org/math,,Chemistry - Chemical Reactions: Foster creative thinking and innovation,34,,False,True,False,False,,,,4.01,0.77,,36.6,,,,,,vark_auditory
EDU_000153,podcast,Chemistry,Analytical Chemistry,Prepare for standardized tests and assessments,5,1,48,66,Expert,3.4,https://podcasts.apple.com/us/podcast/stuff-you-should-know/id278981407,,Chemistry - Analytical Chemistry: Prepare for standardized tests and assessments,43,,False,True,False,False,,,,4.04,0.7,,41.9,,,,,,vark_kinesthetic
EDU_000154,quiz,Chemistry,Inorganic Chemistry,Connect concepts to everyday experiences,34,3,45,100,Beginner,4,https://www.sporcle.com/games/category/science,,Chemistry - Inorganic Chemistry: Connect concepts to everyday experiences,16,,False,False,False,False,,,,5,0.83,,13.8,,,,,,vark_kinesthetic
EDU_000155,quiz,Chemistry,Stoichiometry,Understand fundamental concepts and principles,46,5,18,92,Advanced,4.6,https://brilliant.org/practice/,,Chemistry - Stoichiometry: Understand fundamental concepts and principles,20,,False,False,False,False,,,,4.95,0.63,,18.1,,,,,,vark_kinesthetic
